fid,id,location_srs,location_x,location_y,operator,elevation,slope,aspect,actively_saved,actively_saved_on_year,actively_saved_on_month,actively_saved_on_day,plot_file,lc,lc_label,quality,quality_label,X,Y,_mean,_Xmean,_Ymean,_coastalmean,_bluemean,_greenmean,_redmean,_NIRmean,_SWIR1mean,_SWIR2mean,_NDVImean,_IPVImean,_GRVImean
"905","904",EPSG:4326,31.0550737345718,51.1957574559792,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,364105.962352111,5673391.95836284,23.75,364110,5673390,23.75,19.25,13.75,83.5,39,196.5,16,0.318119667470455,-0.363760687410831,-0.71715635061264
"906","905",EPSG:4326,30.7963847960072,51.0036240427078,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,345393.150110517,5652539.07171904,29.5,345390,5652540,29.5,26.75,24.5,66,58.25,203.5,35.5,0.468852639198303,-0.0622947188094258,-0.458537720143795
"907","906",EPSG:4326,31.0045466706316,51.23297963297,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,360688.29086799,5677625.45190074,29.5,360690,5677620,29.5,26.75,19.5,82.25,46.25,199.75,21.5,0.360178768634796,-0.279642462730408,-0.615766063332558
"908","907",EPSG:4326,31.167812627129,51.0534377470654,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371588.45327978,5657364.44359436,34,371585,5657365,34,32.3333333333333,28,85.3333333333333,69,203,39.6666666666667,0.447208791971207,-0.105582401156425,-0.505727599064509
"909","908",EPSG:4326,31.006918609003,51.190999038727,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,360727.251649022,5672952.99122511,36.5,360720,5672955,36.5,31,26,63,54,202,30,0.461673364043236,-0.0766532700508833,-0.415730342268944
"910","909",EPSG:4326,30.7951661031713,50.9489179801445,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,345125.721456774,5646459.06310807,30.6666666666667,345125,5646455,30.6666666666667,25.3333333333333,22,65,49.6666666666667,202,28,0.433317621548971,-0.133364754418532,-0.494244754314423
"911","910",EPSG:4326,30.7772428939978,51.0293307262566,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,344136.519355604,5655437.64696956,25.5,344130,5655435,25.5,21,14,71,35.5,197.5,15,0.333318650722504,-0.333362728357315,-0.670819491147995
"912","911",EPSG:4326,30.8777730697447,51.0265252293547,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,351176.190538754,5654917.81822293,25.6666666666667,351175,5654915,25.6666666666667,21,15,74.3333333333333,30.3333333333333,194.666666666667,12.6666666666667,0.289814432462056,-0.420371135075887,-0.66436101992925
"913","912",EPSG:4326,30.7557707133999,50.9211135303386,Matsala,"0","0","0",true,"2019","5","25",Points.csv,settlement,settlement,2010-2011,2010-2011,342264.691430913,5643451.09356272,35.5,342270,5643450,35.5,30.5,28.25,53,41.5,205.5,29.5,0.439137741923332,-0.121724523603916,-0.304723672568798
"914","913",EPSG:4326,31.1391927251046,51.0242646844758,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369500.785285616,5654170.91337078,31.6666666666667,369505,5654165,31.6666666666667,30,26.6666666666667,62.6666666666667,65.6666666666667,201.666666666667,42,0.512408077716827,0.0248161383594076,-0.401650468508403
"915","914",EPSG:4326,31.1727047868431,51.2184749669232,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372387.165353613,5675707.14024519,27.3333333333333,372385,5675705,27.3333333333333,21.6666666666667,15.6666666666667,87.6666666666667,40,197.333333333333,16.6666666666667,0.315442184607188,-0.369115640719732,-0.692938446998596
"916","915",EPSG:4326,30.7624633413009,51.04033748378,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,343137.440591973,5656692.82758559,25,343140,5656695,25,20,14,77.5,36.5,196,14.5,0.320161610841751,-0.359676793217659,-0.693979948759079
"917","916",EPSG:4326,31.1452655170895,51.0979073476519,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370132.89202038,5662348.70571406,30,370135,5662345,30,26.6666666666667,24,59.6666666666667,62,196,35.3333333333333,0.50941002368927,0.0188200281312068,-0.427427599827449
"918","917",EPSG:4326,30.8080675301273,51.0889652127451,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,346495.169177386,5662003.5124188,27,346500,5662005,27,22.5,18,56.5,41.5,201,24,0.413636848330498,-0.17272630892694,-0.522512719035149
"919","918",EPSG:4326,31.1545882848229,51.1261988364958,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,370864.511994388,5665478.13471181,34.6666666666667,370865,5665475,34.6666666666667,36.6666666666667,37.3333333333333,80.6666666666667,81,203.333333333333,64,0.500946968793869,0.00189393913994233,-0.367929528156916
"920","919",EPSG:4326,30.7619759335918,50.9841141809973,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,342913.381306717,5650442.59948895,28,342915,5650440,28,21.5,16,51,24,197,11.5,0.319999992847443,-0.360000014305115,-0.522727280855179
"921","920",EPSG:4326,31.1733490687142,51.187954747525,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372347.803689546,5672312.30845081,30,372345,5672310,30,29,26.5,73,64.5,202.5,40.5,0.469186425209045,-0.0616271700710058,-0.467252880334854
"922","921",EPSG:4326,30.7551340618026,51.1000667507101,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,342826.195087062,5663349.59390828,24,342825,5663340,24,19,13.5,72,34.5,196,13.5,0.324139446020126,-0.351721093058586,-0.683598011732101
"923","922",EPSG:4326,31.111387089198,50.980614906268,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,367426.53048479,5649367.05397265,29.5,367425,5649360,29.5,26.5,24,61.5,61,202,40.5,0.497933879494667,-0.00413223123177886,-0.43857729434967
"924","923",EPSG:4326,30.9984846701223,50.9404819881721,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,359380.729866952,5645113.8077577,29,359370,5645115,29,26,22,61,52.5,204,30.5,0.462544649839401,-0.0749107301235199,-0.469879508018494
"925","924",EPSG:4326,30.88106342107,51.1583432158749,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,351828.898040036,5669567.95876784,29,351840,5669565,29,27,26.5,63.5,67,206,50,0.513492077589035,0.0269841281697154,-0.410826832056046
"926","925",EPSG:4326,31.1816138713018,51.1148019603112,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,372724.213396838,5664163.78078005,31,372720,5664165,31,28,23,86,51,195,29,0.372342124581337,-0.255315743386745,-0.577981650829315
"927","926",EPSG:4326,30.8057527952725,51.1083390015424,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,346397.31383177,5664162.48471186,24.7153405667666,346397.714760647,5664162.05026828,24.7153405667666,19.5759202417297,14.0135200841147,72.0893944874501,33.0977240616553,196.881840236761,13.0741028032217,0.31458757978161,-0.370824829216477,-0.674369081604371
"928","927",EPSG:4326,30.8207501075369,51.0976505143179,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,347411.858283405,5662942.84600242,27.5,347415,5662950,27.5,24.5,19,96,48,199,22.5,0.33359132707119,-0.33281734585762,-0.669398903846741
"929","928",EPSG:4326,31.0489480087781,51.0282450319189,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,363184.102767513,5654777.20747955,26,363180,5654775,26,22.5,19,61,44.5,202,23.5,0.421684041619301,-0.156631924211979,-0.524999976158142
"930","929",EPSG:4326,30.8077373403394,50.9834141503243,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,346122.725955128,5650268.24239861,30,346125,5650260,30,29,28.5,77.5,60,202.5,38.5,0.437069788575172,-0.125860422849655,-0.460619032382965
"931","930",EPSG:4326,30.8267555037814,51.0244582153459,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,347592.092799499,5654792.29206279,29,347595,5654790,29,26.5,21,86.5,53,199.5,27,0.379740983247757,-0.240518033504486,-0.609207332134247
"932","931",EPSG:4326,31.0705133025824,50.9393813224157,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364437.601336229,5644856.58614164,32,364440,5644860,32,29.5,27.25,73,66.5,198.5,38.5,0.476729147136211,-0.0465417047962546,-0.456209622323513
"933","932",EPSG:4326,31.0719955280984,50.9669213597408,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364621.788020924,5647916.03836551,30.75,364620,5647920,30.75,30.25,28,71.25,65.5,204,44.25,0.478994883596897,-0.0420102356001735,-0.435795672237873
"934","933",EPSG:4326,30.851733633977,51.156624592535,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,349772.570769672,5669436.3727456,24.6666666666667,349775,5669435,24.6666666666667,19,14,52.6666666666667,25,197,11,0.322065323591232,-0.355869352817535,-0.579419195652008
"935","934",EPSG:4326,30.9877753430276,51.0895370725508,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,359081.020275242,5661707.68615835,25,359070,5661705,25,21,17,64,39,201,20.5,0.37864077091217,-0.242718443274498,-0.577838838100433
"936","935",EPSG:4326,30.8507318885715,51.1814479871823,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,349783.219420872,5672198.54150646,24,349785,5672190,24,19,14.5,47.5,26.5,198.5,12.5,0.358082205057144,-0.283835619688034,-0.532396584749222
"937","936",EPSG:4326,31.073713949089,51.2204621026826,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,365480.279183757,5676104.67569825,26,365490,5676105,26,21,15,69,34,201,15.5,0.330377355217934,-0.339245274662971,-0.642087370157242
"938","937",EPSG:4326,31.122899474177,51.0564133266161,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,368449.314964996,5657774.5729555,23.5,368460,5657775,23.5,18.5,14,53.5,28.5,198,12,0.347495526075363,-0.305008947849274,-0.584615409374237
"939","938",EPSG:4326,31.1114078906626,51.1756923837031,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,367984.455489256,5671058.18796116,29.3333333333333,367985,5671055,29.3333333333333,27.3333333333333,24,57,58,201,36.3333333333333,0.504348476727804,0.00869697891175747,-0.40734718243281
"940","939",EPSG:4326,30.8592747099394,50.9994717570491,Matsala,"0","0","0",true,"2019","5","25",Points.csv,bog,bog,2010-2011,2010-2011,349791.696623981,5651947.33077161,25.3333333333333,349795,5651945,25.3333333333333,23,16.3333333333333,65,28,195,11.6666666666667,0.301627039909363,-0.396745940049489,-0.597073614597321
"941","940",EPSG:4326,30.952139410075,51.113905990382,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,356661.010286371,5664486.11162808,27.6666666666667,356665,5664485,27.6666666666667,22.6666666666667,16.3333333333333,78,37.6666666666667,195,16,0.325605581204096,-0.3487888276577,-0.653216580549876
"942","941",EPSG:4326,31.0651676867762,50.9356308783632,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,364051.118513685,5644449.41316061,30.5,364050,5644455,30.5,27.5,26.5,59.5,57.5,196,35,0.491589263081551,-0.0168214729055762,-0.385022386908531
"943","942",EPSG:4326,30.7532141480503,51.0251943063069,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,342437.73368274,5655028.84827282,25.5,342435,5655030,25.5,20.5,13.5,71,35,196,14.5,0.330128207802773,-0.339743599295616,-0.680582821369171
"944","943",EPSG:4326,30.8717605013807,51.07140187955,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,350898.797629884,5659919.75732688,34,350895,5659920,34,33.5,35,55.5,73,207,58.5,0.568090915679932,0.136181823909283,-0.227072633802891
"945","944",EPSG:4326,30.7476768046894,51.0224531116172,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,342040.134210765,5654735.92252801,25.6666666666667,342035,5654735,25.6666666666667,20,13.3333333333333,76.6666666666667,37,196,14,0.325459907452265,-0.349080175161362,-0.703456282615662
"946","945",EPSG:4326,30.9041650897903,51.0041220307382,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,352955.931775476,5652373.85474968,27,352950,5652375,27,24,18.5,75,49.5,199,25,0.397548377513885,-0.204903222620487,-0.604209542274475
"947","946",EPSG:4326,31.2084919092333,51.1245550954429,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,374631.785416889,5665202.13220575,38,374635,5665205,38,38.3333333333333,36.3333333333333,79.6666666666667,72.3333333333333,203,50,0.47456959883372,-0.050860807299614,-0.373563210169474
"948","947",EPSG:4326,30.8134886530753,50.9995559127653,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,later,later,346579.623240567,5652051.00426291,35.3333333333333,346585,5652055,35.3333333333333,35.3333333333333,36.6666666666667,79.6666666666667,81.6666666666667,202.333333333333,65,0.506178736686707,0.0123574510216713,-0.369501501321793
"949","948",EPSG:4326,30.9761415192743,51.0509690618156,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,358148.470604868,5657441.62319712,26,358140,5657445,26,21,14,83,36.5,196,14.5,0.305434927344322,-0.389130130410194,-0.711309522390366
"950","949",EPSG:4326,30.8044920346061,51.1138339649943,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,later,later,346327.298599325,5664776.09490248,27,346325,5664775,27,23,17.6666666666667,76.6666666666667,44.3333333333333,197.666666666667,20,0.366372714440028,-0.267254571119944,-0.625349322954814
"951","950",EPSG:4326,30.8300308915805,51.0159682272712,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,347793.964852734,5653841.54004908,27,347790,5653845,27,26,20.5,67,53,200,30,0.441666662693024,-0.116666667163372,-0.531478554010391
"952","951",EPSG:4326,31.0808005209748,51.1213694930078,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,365687.49342515,5665073.24571104,27,365685,5665080,27,21,15,62,32,195,15,0.340464070439339,-0.319071874022484,-0.610323905944824
"953","952",EPSG:4326,31.1495267533539,50.9420265953427,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,369995.924206257,5645008.48652751,30.5,369990,5645010,30.5,28.25,26.5,79,63.75,202.5,37,0.446453027427197,-0.107093954458833,-0.497986525297165
"954","953",EPSG:4326,30.8057170107117,51.096558758642,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,later,later,346355.749494286,5662852.73127543,26,346355,5662855,26,20.6666666666667,15.6666666666667,68.3333333333333,38.3333333333333,199,17.3333333333333,0.357673694690069,-0.284652630488078,-0.625134229660034
"955","954",EPSG:4326,31.0868136813707,51.1361371014029,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,366150.987691336,5666704.3427587,27.5,366150,5666700,27.5,20.75,15,56,27.25,196.75,12.5,0.327368721365929,-0.345262572169304,-0.577337190508842
"956","955",EPSG:4326,31.1124296468685,51.0728914762814,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,367762.595423859,5659625.5715669,42,367765,5659625,42,43.3333333333333,50.3333333333333,69,97.3333333333333,203.333333333333,88.3333333333333,0.585167328516642,0.170334676901499,-0.156410346428553
"957","956",EPSG:4326,30.9783918282971,51.1903919575776,Matsala,"0","0","0",true,"2019","5","25",Points.csv,grassland,grassland,2010-2011,2010-2011,358732.173185311,5672939.92653364,30,358725,5672940,30,27.5,23,73.5,57.5,200.5,28.5,0.438931301236153,-0.122137404978275,-0.523303240537643
"958","957",EPSG:4326,31.1236085137002,51.1992880235818,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,368904.209308194,5673660.05999559,28,368910,5673660,28,25.75,23.75,56.5,53,202,31.75,0.484007507562637,-0.0319849872030318,-0.408101856708527
"959","958",EPSG:4326,31.0773406949318,50.980339116836,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,365035.986492576,5649398.16385318,26,365035,5649395,26,21,16.3333333333333,56.6666666666667,35.6666666666667,201.333333333333,20.6666666666667,0.385991136233012,-0.228017737468084,-0.551851868629456
"960","959",EPSG:4326,31.1655378056101,51.1325025826111,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371648.14456075,5666159.9135314,27.5,371655,5666160,27.5,24,21,51.5,52,202,31,0.502293586730957,0.00458715576678514,-0.420671239495277
"961","960",EPSG:4326,30.8470566421222,51.0367592449045,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,349055.63185136,5656118.21786049,26.6666666666667,349055,5656115,26.6666666666667,24,20,74.6666666666667,46.3333333333333,199,21.6666666666667,0.382937421401342,-0.234125157197316,-0.57742315530777
"962","961",EPSG:4326,30.7822908857599,50.9632426257929,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,344269.322698718,5648078.87704188,29.6666666666667,344275,5648075,29.6666666666667,24.3333333333333,20,50.6666666666667,30,202.666666666667,18,0.371114085117976,-0.257771829764048,-0.433802823225657
"963","962",EPSG:4326,31.0216020437788,50.9954644139212,Matsala,"0","0","0",true,"2019","5","25",Points.csv,shrubs,shrubs,2010-2011,2010-2011,361168.783215673,5651183.46145227,29.5,361170,5651190,29.5,24,19,59,34.5,198,17.5,0.368278943002224,-0.263442132622004,-0.512223899364471
"964","963",EPSG:4326,31.1690695541269,51.1689937395228,Matsala,"0","0","0",true,"2019","5","25",Points.csv,crops,crops,2010-2011,2010-2011,371996.249621306,5670211.37764838,27.25,372000,5670210,27.25,24,20.75,54.75,55.25,200.5,32.25,0.502232156693935,0.00446428591385484,-0.450350873172283
"965","964",EPSG:4326,31.0131449270873,51.1785608349511,Matsala,"0","0","0",true,"2019","5","25",Points.csv,forest,forest,2010-2011,2010-2011,361124.913542651,5671558.17066915,26.5,361125,5671560,26.5,23.5,16.5,80.5,38,194,16,0.320619657635689,-0.358760684728622,-0.659863948822021
